Počet mrtvých
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
2
2
4
4
5
6
6
6
9
11
13
13
14
14
14
22
26
29
37
41
45
54
78
92
114
132
158
198
248
293
369
469
584
732
901
1092
1348
1675
2048
2517
3073
3839
4726
5836
7105
8685
10581
12785
15442
18629
22361
26496
31364
36692
42599
48890
55335
61799
68018
73878
79056
83365
86454
88464
89192
89192
89192
89192
89192
89192
89192
89192
89192
89192
89192
89192
89192
89192
89192
89503
89766
89991
90228
90444
90648
90832
91002
91150
91283
91416
91519
91620
91729
91729
91729
91729
91729
91729
91729
91729
91729
91729
91729
91729
91729
91729
91729
91759
91779
91799
91821
91841
91866
91887
91902
91911
91919
91933
91946
91952
91958
91958
91958
91958
91958
91958
91958
91958
91958
91958
91958
91958
91963
91968
91974
92001
92023
92061
92098
92155
92231
92314
92409
92524
92667
92853
93051
93317
93646
94059
94552
95157
95874
96790
97883
99170
100788
102666
104926
107543
110688
114330
118297
122821
127675
132658
137717
142544
146840
150306
152851
154327
154871
154871
